时间, 传感器, 数值, 单位
2026-03-02 22:18:19, 火焰强度, 1, level
2026-03-02 22:18:19, 亮度, 40, lux
2026-03-02 22:18:29, 温度, 18, ℃
2026-03-02 22:18:29, 湿度, 95, rh%
2026-03-02 22:18:29, 二氧化碳, 351, ppm
2026-03-02 22:18:29, 火焰强度, 1, level
2026-03-02 22:18:29, 亮度, 188, lux
2026-03-02 22:18:39, 温度, 18, ℃
2026-03-02 22:18:39, 湿度, 90, rh%
2026-03-02 22:18:39, 二氧化碳, 351, ppm
2026-03-02 22:18:39, 火焰强度, 1, level
2026-03-02 22:18:39, 亮度, 188, lux
2026-03-02 22:18:49, 温度, 17, ℃
2026-03-02 22:18:49, 湿度, 90, rh%
2026-03-02 22:18:49, 二氧化碳, 350, ppm
2026-03-02 22:18:49, 火焰强度, 1, level
2026-03-02 22:18:49, 亮度, 189, lux
2026-03-02 22:18:59, 温度, 17, ℃
2026-03-02 22:18:59, 湿度, 90, rh%
2026-03-02 22:18:59, 二氧化碳, 351, ppm
2026-03-02 22:18:59, 火焰强度, 426, level
2026-03-02 22:18:59, 亮度, 188, lux
2026-03-02 22:19:09, 温度, 17, ℃
2026-03-02 22:19:09, 湿度, 87, rh%
2026-03-02 22:19:09, 二氧化碳, 351, ppm
2026-03-02 22:19:09, 火焰强度, 426, level
2026-03-02 22:19:09, 亮度, 188, lux
2026-03-02 22:19:19, 温度, 17, ℃
2026-03-02 22:19:19, 湿度, 84, rh%
2026-03-02 22:19:19, 二氧化碳, 351, ppm
2026-03-02 22:19:19, 火焰强度, 1, level
2026-03-02 22:19:19, 亮度, 188, lux
2026-03-02 22:19:29, 温度, 17, ℃
2026-03-02 22:19:29, 湿度, 84, rh%
2026-03-02 22:19:29, 二氧化碳, 353, ppm
2026-03-02 22:19:29, 火焰强度, 1, level
2026-03-02 22:19:29, 亮度, 189, lux
2026-03-02 22:19:39, 温度, 17, ℃
2026-03-02 22:19:39, 湿度, 84, rh%
2026-03-02 22:19:39, 二氧化碳, 24166, ppm
2026-03-02 22:19:39, 火焰强度, 1, level
2026-03-02 22:19:39, 亮度, 189, lux
2026-03-02 22:19:49, 温度, 17, ℃
2026-03-02 22:19:49, 湿度, 84, rh%
2026-03-02 22:19:49, 二氧化碳, 24166, ppm
2026-03-02 22:19:49, 火焰强度, 1, level
2026-03-02 22:19:49, 亮度, 189, lux
2026-03-02 22:19:59, 温度, 17, ℃
2026-03-02 22:19:59, 湿度, 84, rh%
2026-03-02 22:19:59, 二氧化碳, 24166, ppm
2026-03-02 22:19:59, 火焰强度, 1, level
2026-03-02 22:19:59, 亮度, 189, lux
2026-03-02 22:20:09, 温度, 17, ℃
2026-03-02 22:20:09, 湿度, 84, rh%
2026-03-02 22:20:09, 二氧化碳, 24166, ppm
2026-03-02 22:20:09, 火焰强度, 1, level
2026-03-02 22:20:09, 亮度, 189, lux
2026-03-02 22:20:19, 温度, 17, ℃
2026-03-02 22:20:19, 湿度, 84, rh%
2026-03-02 22:20:19, 二氧化碳, 24166, ppm
2026-03-02 22:20:19, 火焰强度, 1, level
2026-03-02 22:20:19, 亮度, 189, lux
2026-03-02 22:20:29, 温度, 17, ℃
2026-03-02 22:20:29, 湿度, 84, rh%
2026-03-02 22:20:29, 二氧化碳, 24166, ppm
2026-03-02 22:20:29, 火焰强度, 1, level
2026-03-02 22:20:29, 亮度, 189, lux
2026-03-02 22:20:39, 温度, 17, ℃
2026-03-02 22:20:39, 湿度, 84, rh%
2026-03-02 22:20:39, 二氧化碳, 24166, ppm
2026-03-02 22:20:39, 火焰强度, 1, level
2026-03-02 22:20:39, 亮度, 189, lux
2026-03-02 22:20:49, 温度, 17, ℃
2026-03-02 22:20:49, 湿度, 84, rh%
2026-03-02 22:20:49, 二氧化碳, 24166, ppm
2026-03-02 22:20:49, 火焰强度, 1, level
2026-03-02 22:20:49, 亮度, 189, lux
2026-03-02 22:20:59, 温度, 17, ℃
2026-03-02 22:20:59, 湿度, 84, rh%
2026-03-02 22:20:59, 二氧化碳, 24166, ppm
2026-03-02 22:20:59, 火焰强度, 1, level
2026-03-02 22:20:59, 亮度, 189, lux
2026-03-02 22:21:09, 温度, 17, ℃
2026-03-02 22:21:09, 湿度, 84, rh%
2026-03-02 22:21:09, 二氧化碳, 24166, ppm
2026-03-02 22:21:09, 火焰强度, 1, level
2026-03-02 22:21:09, 亮度, 189, lux
2026-03-02 22:21:19, 温度, 17, ℃
2026-03-02 22:21:19, 湿度, 84, rh%
2026-03-02 22:21:19, 二氧化碳, 24166, ppm
2026-03-02 22:21:19, 火焰强度, 1, level
2026-03-02 22:21:19, 亮度, 189, lux
2026-03-02 22:21:29, 温度, 17, ℃
2026-03-02 22:21:29, 湿度, 84, rh%
2026-03-02 22:21:29, 二氧化碳, 24166, ppm
2026-03-02 22:21:29, 火焰强度, 1, level
2026-03-02 22:21:29, 亮度, 189, lux
2026-03-02 22:21:39, 温度, 17, ℃
2026-03-02 22:21:39, 湿度, 84, rh%
2026-03-02 22:21:39, 二氧化碳, 24166, ppm
2026-03-02 22:21:39, 火焰强度, 1, level
2026-03-02 22:21:39, 亮度, 189, lux
2026-03-02 22:21:49, 温度, 17, ℃
2026-03-02 22:21:49, 湿度, 84, rh%
2026-03-02 22:21:49, 二氧化碳, 24166, ppm
2026-03-02 22:21:49, 火焰强度, 363, level
2026-03-02 22:21:49, 亮度, 189, lux
2026-03-02 22:21:59, 温度, 17, ℃
2026-03-02 22:21:59, 湿度, 84, rh%
2026-03-02 22:21:59, 二氧化碳, 24166, ppm
2026-03-02 22:21:59, 火焰强度, 1, level
2026-03-02 22:21:59, 亮度, 189, lux
2026-03-02 22:22:09, 温度, 17, ℃
2026-03-02 22:22:09, 湿度, 63, rh%
2026-03-02 22:22:09, 二氧化碳, 458, ppm
2026-03-02 22:22:09, 火焰强度, 1, level
2026-03-02 22:22:09, 亮度, 189, lux
2026-03-02 22:22:19, 温度, 17, ℃
2026-03-02 22:22:19, 湿度, 62, rh%
2026-03-02 22:22:19, 二氧化碳, 458, ppm
2026-03-02 22:22:19, 火焰强度, 1, level
2026-03-02 22:22:19, 亮度, 189, lux
2026-03-02 22:22:29, 温度, 17, ℃
2026-03-02 22:22:29, 湿度, 62, rh%
2026-03-02 22:22:29, 二氧化碳, 458, ppm
2026-03-02 22:22:29, 火焰强度, 510, level
2026-03-02 22:22:29, 亮度, 189, lux
2026-03-02 22:22:39, 温度, 17, ℃
2026-03-02 22:22:39, 湿度, 62, rh%
2026-03-02 22:22:39, 二氧化碳, 458, ppm
2026-03-02 22:22:39, 火焰强度, 4027, level
2026-03-02 22:22:39, 亮度, 189, lux
2026-03-02 22:22:50, 温度, 17, ℃
2026-03-02 22:22:50, 湿度, 62, rh%
2026-03-02 22:22:50, 二氧化碳, 458, ppm
2026-03-02 22:22:50, 火焰强度, 4027, level
2026-03-02 22:22:50, 亮度, 189, lux
2026-03-02 22:23:00, 温度, 17, ℃
2026-03-02 22:23:00, 湿度, 69, rh%
2026-03-02 22:23:00, 二氧化碳, 458, ppm
2026-03-02 22:23:00, 火焰强度, 1, level
2026-03-02 22:23:00, 亮度, 189, lux
2026-03-02 22:23:10, 温度, 17, ℃
2026-03-02 22:23:10, 湿度, 69, rh%
2026-03-02 22:23:10, 二氧化碳, 1111, ppm
2026-03-02 22:23:10, 火焰强度, 1, level
2026-03-02 22:23:10, 亮度, 189, lux
2026-03-02 22:23:20, 温度, 17, ℃
2026-03-02 22:23:20, 湿度, 69, rh%
2026-03-02 22:23:20, 二氧化碳, 1111, ppm
2026-03-02 22:23:20, 火焰强度, 1, level
2026-03-02 22:23:20, 亮度, 189, lux
2026-03-02 22:23:30, 温度, 17, ℃
2026-03-02 22:23:30, 湿度, 69, rh%
2026-03-02 22:23:30, 二氧化碳, 1111, ppm
2026-03-02 22:23:30, 火焰强度, 1, level
2026-03-02 22:23:30, 亮度, 189, lux
2026-03-02 22:23:40, 温度, 17, ℃
2026-03-02 22:23:40, 湿度, 69, rh%
2026-03-02 22:23:40, 二氧化碳, 1111, ppm
2026-03-02 22:23:40, 火焰强度, 1, level
2026-03-02 22:23:40, 亮度, 189, lux
2026-03-02 22:23:50, 温度, 17, ℃
2026-03-02 22:23:50, 湿度, 69, rh%
2026-03-02 22:23:50, 二氧化碳, 1111, ppm
2026-03-02 22:23:50, 火焰强度, 1, level
2026-03-02 22:23:50, 亮度, 189, lux
2026-03-02 22:24:00, 温度, 17, ℃
2026-03-02 22:24:00, 湿度, 69, rh%
2026-03-02 22:24:00, 二氧化碳, 1111, ppm
2026-03-02 22:24:00, 火焰强度, 1, level
2026-03-02 22:24:00, 亮度, 189, lux
2026-03-02 22:24:10, 温度, 17, ℃
2026-03-02 22:24:10, 湿度, 70, rh%
2026-03-02 22:24:10, 二氧化碳, 408, ppm
2026-03-02 22:24:10, 火焰强度, 1, level
2026-03-02 22:24:10, 亮度, 189, lux
2026-03-02 22:24:20, 温度, 17, ℃
2026-03-02 22:24:20, 湿度, 68, rh%
2026-03-02 22:24:20, 二氧化碳, 393, ppm
2026-03-02 22:24:20, 火焰强度, 1, level
2026-03-02 22:24:20, 亮度, 5205, lux
2026-03-02 22:24:30, 温度, 17, ℃
2026-03-02 22:24:30, 湿度, 63, rh%
2026-03-02 22:24:30, 二氧化碳, 393, ppm
2026-03-02 22:24:30, 火焰强度, 1, level
2026-03-02 22:24:30, 亮度, 5205, lux
2026-03-02 22:24:40, 温度, 17, ℃
2026-03-02 22:24:40, 湿度, 63, rh%
2026-03-02 22:24:40, 二氧化碳, 384, ppm
2026-03-02 22:24:40, 火焰强度, 1, level
2026-03-02 22:24:40, 亮度, 1, lux
2026-03-02 22:24:50, 温度, 17, ℃
2026-03-02 22:24:50, 湿度, 63, rh%
2026-03-02 22:24:50, 二氧化碳, 384, ppm
2026-03-02 22:24:50, 火焰强度, 1, level
2026-03-02 22:24:50, 亮度, 1, lux
2026-03-02 22:25:00, 温度, 17, ℃
2026-03-02 22:25:00, 湿度, 63, rh%
2026-03-02 22:25:00, 二氧化碳, 384, ppm
2026-03-02 22:25:00, 火焰强度, 1, level
2026-03-02 22:25:00, 亮度, 1, lux
2026-03-02 22:25:10, 温度, 17, ℃
2026-03-02 22:25:10, 湿度, 63, rh%
2026-03-02 22:25:10, 二氧化碳, 384, ppm
2026-03-02 22:25:10, 火焰强度, 1, level
2026-03-02 22:25:10, 亮度, 1, lux
2026-03-02 22:25:20, 温度, 17, ℃
2026-03-02 22:25:20, 湿度, 63, rh%
2026-03-02 22:25:20, 二氧化碳, 384, ppm
2026-03-02 22:25:20, 火焰强度, 1, level
2026-03-02 22:25:20, 亮度, 1, lux
2026-03-02 22:25:30, 温度, 17, ℃
2026-03-02 22:25:30, 湿度, 63, rh%
2026-03-02 22:25:30, 二氧化碳, 384, ppm
2026-03-02 22:25:30, 火焰强度, 1, level
2026-03-02 22:25:30, 亮度, 1, lux
2026-03-02 22:25:40, 温度, 17, ℃
2026-03-02 22:25:40, 湿度, 63, rh%
2026-03-02 22:25:40, 二氧化碳, 384, ppm
2026-03-02 22:25:40, 火焰强度, 290, level
2026-03-02 22:25:40, 亮度, 1, lux
2026-03-02 22:25:50, 温度, 17, ℃
2026-03-02 22:25:50, 湿度, 63, rh%
2026-03-02 22:25:50, 二氧化碳, 384, ppm
2026-03-02 22:25:50, 火焰强度, 1, level
2026-03-02 22:25:50, 亮度, 1, lux
2026-03-02 22:26:00, 温度, 17, ℃
2026-03-02 22:26:00, 湿度, 63, rh%
2026-03-02 22:26:00, 二氧化碳, 384, ppm
2026-03-02 22:26:00, 火焰强度, 1, level
2026-03-02 22:26:00, 亮度, 1, lux
2026-03-02 22:26:10, 温度, 17, ℃
2026-03-02 22:26:10, 湿度, 63, rh%
2026-03-02 22:26:10, 二氧化碳, 384, ppm
2026-03-02 22:26:10, 火焰强度, 1, level
2026-03-02 22:26:10, 亮度, 1, lux
2026-03-02 22:26:20, 温度, 17, ℃
2026-03-02 22:26:20, 湿度, 63, rh%
2026-03-02 22:26:20, 二氧化碳, 384, ppm
2026-03-02 22:26:20, 火焰强度, 1, level
2026-03-02 22:26:20, 亮度, 1, lux
2026-03-02 22:26:30, 温度, 17, ℃
2026-03-02 22:26:30, 湿度, 63, rh%
2026-03-02 22:26:30, 二氧化碳, 384, ppm
2026-03-02 22:26:30, 火焰强度, 1, level
2026-03-02 22:26:30, 亮度, 1, lux
2026-03-02 22:26:40, 温度, 17, ℃
2026-03-02 22:26:40, 湿度, 63, rh%
2026-03-02 22:26:40, 二氧化碳, 384, ppm
2026-03-02 22:26:40, 火焰强度, 1, level
2026-03-02 22:26:40, 亮度, 1, lux
2026-03-02 22:26:50, 温度, 17, ℃
2026-03-02 22:26:50, 湿度, 63, rh%
2026-03-02 22:26:50, 二氧化碳, 384, ppm
2026-03-02 22:26:50, 火焰强度, 1, level
2026-03-02 22:26:50, 亮度, 1, lux
2026-03-02 22:27:00, 温度, 17, ℃
2026-03-02 22:27:00, 湿度, 63, rh%
2026-03-02 22:27:00, 二氧化碳, 384, ppm
2026-03-02 22:27:00, 火焰强度, 1, level
2026-03-02 22:27:00, 亮度, 1, lux
2026-03-02 22:27:10, 温度, 17, ℃
2026-03-02 22:27:10, 湿度, 63, rh%
2026-03-02 22:27:10, 二氧化碳, 384, ppm
2026-03-02 22:27:10, 火焰强度, 1, level
2026-03-02 22:27:10, 亮度, 1, lux
2026-03-02 22:27:20, 温度, 17, ℃
2026-03-02 22:27:20, 湿度, 63, rh%
2026-03-02 22:27:20, 二氧化碳, 384, ppm
2026-03-02 22:27:20, 火焰强度, 1, level
2026-03-02 22:27:20, 亮度, 1, lux
2026-03-02 22:27:30, 温度, 17, ℃
2026-03-02 22:27:30, 湿度, 63, rh%
2026-03-02 22:27:30, 二氧化碳, 384, ppm
2026-03-02 22:27:30, 火焰强度, 1, level
2026-03-02 22:27:30, 亮度, 1, lux
2026-03-02 22:27:40, 温度, 17, ℃
2026-03-02 22:27:40, 湿度, 63, rh%
2026-03-02 22:27:40, 二氧化碳, 384, ppm
2026-03-02 22:27:40, 火焰强度, 1, level
2026-03-02 22:27:40, 亮度, 1, lux
2026-03-02 22:27:50, 温度, 17, ℃
2026-03-02 22:27:50, 湿度, 63, rh%
2026-03-02 22:27:50, 二氧化碳, 384, ppm
2026-03-02 22:27:50, 火焰强度, 1, level
2026-03-02 22:27:50, 亮度, 1, lux
2026-03-02 22:28:00, 温度, 17, ℃
2026-03-02 22:28:00, 湿度, 63, rh%
2026-03-02 22:28:00, 二氧化碳, 384, ppm
2026-03-02 22:28:00, 火焰强度, 1, level
2026-03-02 22:28:00, 亮度, 1, lux
2026-03-02 22:28:10, 温度, 17, ℃
2026-03-02 22:28:10, 湿度, 63, rh%
2026-03-02 22:28:10, 二氧化碳, 384, ppm
2026-03-02 22:28:10, 火焰强度, 1, level
2026-03-02 22:28:10, 亮度, 1, lux
2026-03-02 22:28:21, 温度, 17, ℃
2026-03-02 22:28:21, 湿度, 63, rh%
2026-03-02 22:28:21, 二氧化碳, 384, ppm
2026-03-02 22:28:21, 火焰强度, 1, level
2026-03-02 22:28:21, 亮度, 1, lux
2026-03-02 22:28:31, 温度, 17, ℃
2026-03-02 22:28:31, 湿度, 63, rh%
2026-03-02 22:28:31, 二氧化碳, 384, ppm
2026-03-02 22:28:31, 火焰强度, 1, level
2026-03-02 22:28:31, 亮度, 1, lux
2026-03-02 22:28:41, 温度, 17, ℃
2026-03-02 22:28:41, 湿度, 63, rh%
2026-03-02 22:28:41, 二氧化碳, 384, ppm
2026-03-02 22:28:41, 火焰强度, 1, level
2026-03-02 22:28:41, 亮度, 1, lux
2026-03-02 22:28:51, 温度, 17, ℃
2026-03-02 22:28:51, 湿度, 63, rh%
2026-03-02 22:28:51, 二氧化碳, 384, ppm
2026-03-02 22:28:51, 火焰强度, 1, level
2026-03-02 22:28:51, 亮度, 1, lux
2026-03-02 22:29:01, 温度, 17, ℃
2026-03-02 22:29:01, 湿度, 63, rh%
2026-03-02 22:29:01, 二氧化碳, 384, ppm
2026-03-02 22:29:01, 火焰强度, 1, level
2026-03-02 22:29:01, 亮度, 1, lux
2026-03-02 22:29:11, 温度, 17, ℃
2026-03-02 22:29:11, 湿度, 63, rh%
2026-03-02 22:29:11, 二氧化碳, 384, ppm
2026-03-02 22:29:11, 火焰强度, 1, level
2026-03-02 22:29:11, 亮度, 1, lux
2026-03-02 22:29:21, 温度, 17, ℃
2026-03-02 22:29:21, 湿度, 63, rh%
2026-03-02 22:29:21, 二氧化碳, 384, ppm
2026-03-02 22:29:21, 火焰强度, 1, level
2026-03-02 22:29:21, 亮度, 1, lux
2026-03-02 22:29:31, 温度, 17, ℃
2026-03-02 22:29:31, 湿度, 63, rh%
2026-03-02 22:29:31, 二氧化碳, 384, ppm
2026-03-02 22:29:31, 火焰强度, 1, level
2026-03-02 22:29:31, 亮度, 1, lux
2026-03-02 22:29:41, 温度, 17, ℃
2026-03-02 22:29:41, 湿度, 63, rh%
2026-03-02 22:29:41, 二氧化碳, 384, ppm
2026-03-02 22:29:41, 火焰强度, 1, level
2026-03-02 22:29:41, 亮度, 1, lux
2026-03-02 22:29:51, 温度, 17, ℃
2026-03-02 22:29:51, 湿度, 63, rh%
2026-03-02 22:29:51, 二氧化碳, 384, ppm
2026-03-02 22:29:51, 火焰强度, 1, level
2026-03-02 22:29:51, 亮度, 1, lux
2026-03-02 22:30:01, 温度, 17, ℃
2026-03-02 22:30:01, 湿度, 63, rh%
2026-03-02 22:30:01, 二氧化碳, 384, ppm
2026-03-02 22:30:01, 火焰强度, 1, level
2026-03-02 22:30:01, 亮度, 1, lux
2026-03-02 22:30:11, 温度, 17, ℃
2026-03-02 22:30:11, 湿度, 63, rh%
2026-03-02 22:30:11, 二氧化碳, 384, ppm
2026-03-02 22:30:11, 火焰强度, 1, level
2026-03-02 22:30:11, 亮度, 1, lux
2026-03-02 22:30:21, 温度, 17, ℃
2026-03-02 22:30:21, 湿度, 63, rh%
2026-03-02 22:30:21, 二氧化碳, 384, ppm
2026-03-02 22:30:21, 火焰强度, 1, level
2026-03-02 22:30:21, 亮度, 1, lux
2026-03-02 22:30:31, 温度, 17, ℃
2026-03-02 22:30:31, 湿度, 63, rh%
2026-03-02 22:30:31, 二氧化碳, 0, ppm
2026-03-02 22:30:31, 火焰强度, 1, level
2026-03-02 22:30:31, 亮度, 74, lux
2026-03-02 22:30:41, 温度, 17, ℃
2026-03-02 22:30:41, 湿度, 63, rh%
2026-03-02 22:30:41, 二氧化碳, 0, ppm
2026-03-02 22:30:41, 火焰强度, 1, level
2026-03-02 22:30:41, 亮度, 109, lux
2026-03-02 22:30:51, 温度, 17, ℃
2026-03-02 22:30:51, 湿度, 47, rh%
2026-03-02 22:30:51, 二氧化碳, 0, ppm
2026-03-02 22:30:51, 火焰强度, 1, level
2026-03-02 22:30:51, 亮度, 109, lux
2026-03-02 22:31:01, 温度, 17, ℃
2026-03-02 22:31:01, 湿度, 47, rh%
2026-03-02 22:31:01, 二氧化碳, 0, ppm
2026-03-02 22:31:01, 火焰强度, 1, level
2026-03-02 22:31:01, 亮度, 109, lux
2026-03-02 22:31:11, 温度, 17, ℃
2026-03-02 22:31:11, 湿度, 47, rh%
2026-03-02 22:31:11, 二氧化碳, 0, ppm
2026-03-02 22:31:11, 火焰强度, 1, level
2026-03-02 22:31:11, 亮度, 109, lux
2026-03-02 22:31:21, 温度, 17, ℃
2026-03-02 22:31:21, 湿度, 47, rh%
2026-03-02 22:31:21, 二氧化碳, 0, ppm
2026-03-02 22:31:21, 火焰强度, 1, level
2026-03-02 22:31:21, 亮度, 109, lux
2026-03-02 22:31:31, 温度, 17, ℃
2026-03-02 22:31:31, 湿度, 47, rh%
2026-03-02 22:31:31, 二氧化碳, 0, ppm
2026-03-02 22:31:31, 火焰强度, 1, level
2026-03-02 22:31:31, 亮度, 109, lux
2026-03-02 22:31:41, 温度, 17, ℃
2026-03-02 22:31:41, 湿度, 47, rh%
2026-03-02 22:31:41, 二氧化碳, 0, ppm
2026-03-02 22:31:41, 火焰强度, 1, level
2026-03-02 22:31:41, 亮度, 109, lux
2026-03-02 22:31:51, 温度, 17, ℃
2026-03-02 22:31:51, 湿度, 47, rh%
2026-03-02 22:31:51, 二氧化碳, 0, ppm
2026-03-02 22:31:51, 火焰强度, 1, level
2026-03-02 22:31:51, 亮度, 109, lux
2026-03-02 22:32:01, 温度, 17, ℃
2026-03-02 22:32:01, 湿度, 47, rh%
2026-03-02 22:32:01, 二氧化碳, 0, ppm
2026-03-02 22:32:01, 火焰强度, 1, level
2026-03-02 22:32:01, 亮度, 109, lux
2026-03-02 22:32:11, 温度, 17, ℃
2026-03-02 22:32:11, 湿度, 47, rh%
2026-03-02 22:32:11, 二氧化碳, 0, ppm
2026-03-02 22:32:11, 火焰强度, 1, level
2026-03-02 22:32:11, 亮度, 109, lux
2026-03-02 22:32:21, 温度, 17, ℃
2026-03-02 22:32:21, 湿度, 47, rh%
2026-03-02 22:32:21, 二氧化碳, 0, ppm
2026-03-02 22:32:21, 火焰强度, 1, level
2026-03-02 22:32:21, 亮度, 109, lux
2026-03-02 22:32:31, 温度, 17, ℃
2026-03-02 22:32:31, 湿度, 47, rh%
2026-03-02 22:32:31, 二氧化碳, 0, ppm
2026-03-02 22:32:31, 火焰强度, 1, level
2026-03-02 22:32:31, 亮度, 109, lux
2026-03-02 22:32:41, 温度, 17, ℃
2026-03-02 22:32:41, 湿度, 47, rh%
2026-03-02 22:32:41, 二氧化碳, 0, ppm
2026-03-02 22:32:41, 火焰强度, 1, level
2026-03-02 22:32:41, 亮度, 109, lux
2026-03-02 22:32:51, 温度, 17, ℃
2026-03-02 22:32:51, 湿度, 47, rh%
2026-03-02 22:32:51, 二氧化碳, 0, ppm
2026-03-02 22:32:51, 火焰强度, 1, level
2026-03-02 22:32:51, 亮度, 109, lux
2026-03-02 22:33:01, 温度, 17, ℃
2026-03-02 22:33:01, 湿度, 47, rh%
2026-03-02 22:33:01, 二氧化碳, 0, ppm
2026-03-02 22:33:01, 火焰强度, 1, level
2026-03-02 22:33:01, 亮度, 109, lux
2026-03-02 22:33:11, 温度, 17, ℃
2026-03-02 22:33:11, 湿度, 47, rh%
2026-03-02 22:33:11, 二氧化碳, 0, ppm
2026-03-02 22:33:11, 火焰强度, 1, level
2026-03-02 22:33:11, 亮度, 109, lux
2026-03-02 22:33:21, 温度, 17, ℃
2026-03-02 22:33:21, 湿度, 47, rh%
2026-03-02 22:33:21, 二氧化碳, 0, ppm
2026-03-02 22:33:21, 火焰强度, 1, level
2026-03-02 22:33:21, 亮度, 109, lux
2026-03-02 22:33:31, 温度, 17, ℃
2026-03-02 22:33:31, 湿度, 47, rh%
2026-03-02 22:33:31, 二氧化碳, 0, ppm
2026-03-02 22:33:31, 火焰强度, 1, level
2026-03-02 22:33:31, 亮度, 109, lux
2026-03-02 22:33:42, 温度, 17, ℃
2026-03-02 22:33:42, 湿度, 47, rh%
2026-03-02 22:33:42, 二氧化碳, 0, ppm
2026-03-02 22:33:42, 火焰强度, 1, level
2026-03-02 22:33:42, 亮度, 109, lux
2026-03-02 22:33:52, 温度, 17, ℃
2026-03-02 22:33:52, 湿度, 47, rh%
2026-03-02 22:33:52, 二氧化碳, 0, ppm
2026-03-02 22:33:52, 火焰强度, 1, level
2026-03-02 22:33:52, 亮度, 109, lux
2026-03-02 22:34:02, 温度, 17, ℃
2026-03-02 22:34:02, 湿度, 47, rh%
2026-03-02 22:34:02, 二氧化碳, 0, ppm
2026-03-02 22:34:02, 火焰强度, 1, level
2026-03-02 22:34:02, 亮度, 109, lux
2026-03-02 22:34:12, 温度, 17, ℃
2026-03-02 22:34:12, 湿度, 47, rh%
2026-03-02 22:34:12, 二氧化碳, 0, ppm
2026-03-02 22:34:12, 火焰强度, 1, level
2026-03-02 22:34:12, 亮度, 109, lux
2026-03-02 22:34:22, 温度, 17, ℃
2026-03-02 22:34:22, 湿度, 47, rh%
2026-03-02 22:34:22, 二氧化碳, 0, ppm
2026-03-02 22:34:22, 火焰强度, 1, level
2026-03-02 22:34:22, 亮度, 109, lux
2026-03-02 22:34:32, 温度, 17, ℃
2026-03-02 22:34:32, 湿度, 47, rh%
2026-03-02 22:34:32, 二氧化碳, 0, ppm
2026-03-02 22:34:32, 火焰强度, 1, level
2026-03-02 22:34:32, 亮度, 109, lux
2026-03-02 22:34:42, 温度, 17, ℃
2026-03-02 22:34:42, 湿度, 47, rh%
2026-03-02 22:34:42, 二氧化碳, 0, ppm
2026-03-02 22:34:42, 火焰强度, 1, level
2026-03-02 22:34:42, 亮度, 109, lux
2026-03-02 22:34:52, 温度, 17, ℃
2026-03-02 22:34:52, 湿度, 47, rh%
2026-03-02 22:34:52, 二氧化碳, 0, ppm
2026-03-02 22:34:52, 火焰强度, 1, level
2026-03-02 22:34:52, 亮度, 109, lux
2026-03-02 22:35:02, 温度, 17, ℃
2026-03-02 22:35:02, 湿度, 47, rh%
2026-03-02 22:35:02, 二氧化碳, 0, ppm
2026-03-02 22:35:02, 火焰强度, 1, level
2026-03-02 22:35:02, 亮度, 109, lux
2026-03-02 22:35:12, 温度, 17, ℃
2026-03-02 22:35:12, 湿度, 47, rh%
2026-03-02 22:35:12, 二氧化碳, 0, ppm
2026-03-02 22:35:12, 火焰强度, 1, level
2026-03-02 22:35:12, 亮度, 109, lux
2026-03-02 22:35:22, 温度, 17, ℃
2026-03-02 22:35:22, 湿度, 47, rh%
2026-03-02 22:35:22, 二氧化碳, 0, ppm
2026-03-02 22:35:22, 火焰强度, 1, level
2026-03-02 22:35:22, 亮度, 109, lux
2026-03-02 22:35:32, 温度, 17, ℃
2026-03-02 22:35:32, 湿度, 47, rh%
2026-03-02 22:35:32, 二氧化碳, 0, ppm
2026-03-02 22:35:32, 火焰强度, 1, level
2026-03-02 22:35:32, 亮度, 109, lux
2026-03-02 22:35:42, 温度, 17, ℃
2026-03-02 22:35:42, 湿度, 47, rh%
2026-03-02 22:35:42, 二氧化碳, 0, ppm
2026-03-02 22:35:42, 火焰强度, 1, level
2026-03-02 22:35:42, 亮度, 109, lux
2026-03-02 22:35:52, 温度, 17, ℃
2026-03-02 22:35:52, 湿度, 47, rh%
2026-03-02 22:35:52, 二氧化碳, 0, ppm
2026-03-02 22:35:52, 火焰强度, 1, level
2026-03-02 22:35:52, 亮度, 109, lux
2026-03-02 22:36:02, 温度, 17, ℃
2026-03-02 22:36:02, 湿度, 47, rh%
2026-03-02 22:36:02, 二氧化碳, 0, ppm
2026-03-02 22:36:02, 火焰强度, 1, level
2026-03-02 22:36:02, 亮度, 109, lux
2026-03-02 22:36:12, 温度, 17, ℃
2026-03-02 22:36:12, 湿度, 47, rh%
2026-03-02 22:36:12, 二氧化碳, 0, ppm
2026-03-02 22:36:12, 火焰强度, 1, level
2026-03-02 22:36:12, 亮度, 109, lux
2026-03-02 22:36:22, 温度, 17, ℃
2026-03-02 22:36:22, 湿度, 47, rh%
2026-03-02 22:36:22, 二氧化碳, 0, ppm
2026-03-02 22:36:22, 火焰强度, 1, level
2026-03-02 22:36:22, 亮度, 109, lux
2026-03-02 22:36:32, 温度, 17, ℃
2026-03-02 22:36:32, 湿度, 47, rh%
2026-03-02 22:36:32, 二氧化碳, 0, ppm
2026-03-02 22:36:32, 火焰强度, 1, level
2026-03-02 22:36:32, 亮度, 109, lux
2026-03-02 22:36:42, 温度, 17, ℃
2026-03-02 22:36:42, 湿度, 47, rh%
2026-03-02 22:36:42, 二氧化碳, 0, ppm
2026-03-02 22:36:42, 火焰强度, 1, level
2026-03-02 22:36:42, 亮度, 109, lux
2026-03-02 22:36:52, 温度, 17, ℃
2026-03-02 22:36:52, 湿度, 47, rh%
